0.01,0.770
0.10,0.545
0.20,0.499
0.30,0.476
0.40,0.459
0.50,0.447
0.60,0.437
0.70,0.436
0.80,0.437
0.90,0.439
1.00,0.537
1.10,0.660
1.20,0.647
1.30,0.607
1.40,0.581
1.50,0.556
1.60,0.531
1.70,0.506
1.80,0.486
1.90,0.468
